,OID,Country,CountryCode,GridCellArea,pointid,Pop,X,Y,X_deg,Y_deg,TravelHours,NTLBin,NTLArea,NightLights,Elevation,Slope,LandCover,Conflict,ElectrificationOrder,GHI,SolarRestriction,WindVel,HydropowerFID,HydropowerDist,Hydropower,CurrentHVLineDist,PlannedHVLineDist,CurrentMVLineDist,PlannedMVLineDist,SubstationDist,TransformerDist,RoadDist,IsUrban,Electrific,ElecTechStart,PerCapitaDemand,ResidentialDemandTier1,ResidentialDemandTier2,ResidentialDemandTier3,ResidentialDemandTier4,ResidentialDemandTier5,ResidentialDemandTierCustom,CommercialDemand,AgriDemand,EducationDemand,HealthDemand,HealthDemand2025,EducationDemand2025,ElecPop,ElecStart,Elec_Initial_Status_Grid2012,Elec_Init_Status_Offgrid2012,Actual_Elec_Status_2012,FinalElecCode2012,GridReachYear,RoadDistClassified,SubstationDistClassified,LandCoverClassified,ElevationClassified,SlopeClassified,GridClassification,GridPenalty,WindCF,PopStartYear,Pop2025High,Pop2025Low,Pop2012,GridDistCalibElec,MVConnectDist,Pop2025,NewConnections2025,NumPeoplePerHH,EnergyPerSettlement2025,TotalEnergyPerCell,MG_Hydro2025,MG_PV2025,MG_Wind2025,MG_Diesel2025,SA_Diesel2025,SA_PV2025,Hybrid_Cost,Hybrid_Transmission_Cost,Hybrid_NPC,Minimum_Tech_Off_grid2025,Minimum_LCOE_Off_grid2025,Off_Grid_Code2025,Elec_Initial_Status_Grid2025,Elec_Init_Status_Offgrid2025,Actual_Elec_Status_2025,Grid_extension2025,MinGridDist2025,ElectrificationOrder2025,MinimumOverall2025,MinimumOverallLCOE2025,MinimumOverallCode2025,InvestmentCost2025,ElecStatusIn2025,GridElecIn2025,OffGridElecIn2025,FinalElecCode2025,NewCapacity2025,InvestmentCostLV2025,InvestmentCostMV2025,InvestmentCostHV2025,InvestmentCostTransformer2025,InvestmentCostConnection2025,HouseHolds
391,-1,Bolivia,1,1,392,145.33828,-7170.194393000001,-1442.201229,-64.41095213,-12.93017875,12,0,1,0.0,138,0.5854944000000001,9,0,0,1876,1,3.57777119,433,64.3961716,301052,226.113,146.864,197.389,21.224,146.887,0,23.7265625,0,0.675,4,144.3884499,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,144.3884499,0,0,0.0,0.0,0,0,93.82997894,0.675,0,1,1,4,2012,3,1,5,5,5,3.9,1.107634822,0.018996922,139.00737619999998,167.2498185,158.8873276,139.00737619999998,21.224,0.0,167.2498185,73.41983956,3.41909407774657,10600.976825975098,24148.942039271347,99.0,0.7555614586703062,99.0,0.7681453280386878,0.7202621805198245,0.5155247303706322,[0.36500189],30415.19701001678,[139342.05412143],SA_PV2025,0.5155247303706322,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.5155247303706322,3.0,36290.95359756932,1,0,1,3.0,6.2787116950812,9903.932974793537,17827.079354628368,0.0,0,2684.1846805948735,48.916413148312586
394,-1,Bolivia,1,1,395,733.958314,-7300.646559999999,-1171.9194380000001,-65.58282389,-10.53776747,2,0,1,0.0,117,1.6187117,2,0,0,1863,1,2.2199645,17,11.3601551,5788320,490.414,363.532,74.90100000000001,27.883000000000003,363.582,0,0.5664786,0,0.851,4,158.35058733099999,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,150.68038059999998,0,0,2.222313827,5.447892904,0,0,597.3911496000001,0.851,0,1,1,4,2012,5,1,4,5,5,4.0,1.118071038,0.000615883,701.9872498,844.6115832999999,802.3810042,701.9872498,27.883000000000003,0.0,844.6115832999999,247.22043369999983,3.41909407774657,39147.50087661952,133744.7402821208,99.0,0.5069177649135844,99.0,0.5117536247073441,0.4521085618143932,0.6879714471935588,[0.29543939],48513.706866821194,[392898.28225557],SA_Diesel2025,0.4521085618143932,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.4521085618143932,2.0,22165.9030297384,1,0,1,2.0,17.875571176538593,14098.385060517958,25377.093108932324,0.0,0,9038.22869737091,247.0278863624191
395,-1,Bolivia,1,1,396,207.107049,-7323.707684999999,-1224.07856,-65.7899855,-11.00106078,5,0,1,0.0,176,0.4016532,2,0,0,1859,1,2.274369,33,37.94752879999999,4242030,436.035,313.472,29.918000000000003,5.2829999999999995,313.569,0,3.5313117999999997,0,0.386,4,150.68038059999998,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,150.68038059999998,0,0,0.0,0.0,0,0,76.46100728,0.386,0,1,1,4,2012,5,1,4,5,5,4.0,1.118071038,0.000785781,198.0855111,238.33099130000002,226.41444180000002,198.0855111,5.2829999999999995,0.0,238.33099130000002,161.86998402,3.41909407774657,24390.630799849514,35911.80447785929,99.0,0.7150591234423759,99.0,0.718037154275457,0.5325546474260224,0.4563342533070019,[0.41119087],63105.03849657542,[193623.27844202],SA_PV2025,0.4563342533070019,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.4563342533070019,3.0,73911.0024237864,1,0,1,3.0,14.578106986940119,20423.989403438038,36763.18092618846,0.0,0,5917.868166948919,69.70588871806574
396,-1,Bolivia,1,1,397,257.97544700000003,-7497.792339,-1596.950705,-67.35381455,-14.28984719,5,1,1,0.2858496,186,1.2418699,9,0,0,1869,1,2.96781445,100,13.5353098,5619700,95.875,22.804000000000002,1.274,0.6459999999999999,25.354,0,0.12740839999999998,0,0.634,2,132.434528739,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,126.11188940000001,0,0,6.322639339,0.0,0,0,156.4319508,0.634,0,1,1,2,2012,5,1,5,5,5,4.2,1.141803222,0.006544721999999999,246.73809280000003,296.8684278,282.0250064,246.73809280000003,0.6459999999999999,0.0,296.8684278,140.436477,3.41909407774657,18598.63864926041,39315.630333180845,99.0,0.9290618817306058,99.0,0.9290945374689203,0.5325546474260224,0.5174555346042304,[0.40820683],74186.23538565477,[225264.71440225],SA_PV2025,0.5174555346042304,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.5174555346042304,3.0,63908.288087940775,1,0,1,3.0,11.056797247048575,56332.9062197439,0.0,0.0,10000,10853.329165910878,86.82663332728703
397,-1,Bolivia,1,1,398,134.43790900000002,-7064.366368999999,-1771.119668,-63.46028282,-15.81021206,12,0,1,0.0,207,0.7842169,2,0,0,1869,1,3.59595728,503,44.2743263,137536,175.06599999999997,151.869,19.197,5.433,152.12,0,6.9838142,0,0.081,2,158.91800814,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,146.78537590000002,0,0,12.13263224,0.0,0,0,10.41512766,0.081,0,1,1,2,2012,4,1,4,5,5,3.85,1.102740091,0.019487906,128.58182299999999,154.7060821,146.970778,128.58182299999999,5.433,0.0,154.7060821,144.29095444,3.41909407774657,22930.43107222429,24585.58241447531,99.0,0.6800812601557855,99.0,0.693138364597362,0.7202621805198242,0.45389265751616725,[0.44256379],54368.22488206993,[159021.35537134],SA_PV2025,0.45389265751616725,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.45389265751616725,3.0,69114.37223481193,1,0,1,3.0,13.63202608181695,41712.26461225328,0.0,0.0,10000,5655.96026981665,45.2476821585332
400,-1,Bolivia,1,1,401,599.520405,-7324.7563230000005,-1598.914221,-65.79940557,-14.30704752,9,0,1,0.0,158,0.4016532,9,0,0,1887,1,4.0429306,463,34.7713013,240519,67.51100000000001,33.201,106.619,33.201,75.726,0,60.727882400000006,0,0.721,3,163.8634735,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,163.8634735,0,0,0.0,0.0,0,0,413.42531280000003,0.721,0,1,1,3,2012,1,1,5,5,5,3.6,1.0811571640000002,0.033749884,573.4054269,689.9055012,655.4102262,573.4054269,33.201,0.0,689.9055012,276.4801884,3.41909407774657,45305.0040251584,113050.31181339042,99.0,0.7066561147298758,99.0,0.7187971509247713,0.6398160949081949,0.5125195517622184,[0.37014983],116126.55816899917,[408969.33957432],SA_PV2025,0.5125195517622184,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.5125195517622184,3.0,154191.20489042898,1,0,1,3.0,26.676679046787022,83904.03264351342,0.0,0.0,10000,25222.525525485744,201.78020420388594
401,-1,Bolivia,1,1,402,145.33828,-7301.698707,-1739.648525,-65.59227548,-15.53631343,6,0,1,0.0,177,0.8578816999999999,2,0,0,1856,1,4.65741396,492,45.6424713,477438,58.723,58.723,100.456,31.775,61.497,0,4.0490241000000005,0,0.725,2,109.93263909999999,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,109.93263909999999,0,0,0.0,0.0,0,0,100.7803478,0.725,0,1,1,2,2012,5,1,4,5,5,4.0,1.118071038,0.059914968,139.00737619999998,167.2498185,158.8873276,139.00737619999998,31.775,0.0,167.2498185,66.4694707,3.41909407774657,7307.164333631124,18386.213936701002,99.0,1.5039079801359134,99.0,1.4905079270301596,0.5593700092965657,0.6905661670913795,[0.43541973],56335.38712524534,[162234.34372708],SA_Diesel2025,0.5593700092965657,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.5593700092965657,2.0,4137.426206390752,1,0,1,2.0,3.3366047185530245,43220.835481706265,0.0,0.0,10000,6114.551643539073,48.916413148312586
403,-1,Bolivia,1,1,404,134.43790900000002,-7406.636734000001,-1674.563977,-66.53494982,-14.96870758,8,0,1,0.0,188,0.9092198,2,0,0,1828,1,3.44651985,469,27.063299199999996,284987,2.373,2.7460000000000004,58.049,0.154,27.234,0,4.583865599999999,0,0.10800000000000001,3,134.64913274,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,122.51650049999999,0,0,12.13263224,0.0,0,0,13.88683688,0.10800000000000001,0,1,1,3,2012,5,1,4,5,5,4.0,1.118071038,0.015661756000000002,128.58182299999999,154.7060821,146.970778,128.58182299999999,0.154,0.0,154.7060821,140.81924522,3.41909407774657,18961.18924197439,20831.039784368237,99.0,0.7635371072205894,99.0,0.7635001387360566,0.6130007330376517,0.46407296329196757,[0.44103286],54368.22488206993,[157754.8589372],SA_PV2025,0.46407296329196757,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.46407296329196757,3.0,58432.548903969226,1,0,1,3.0,11.525157574747379,41712.26461225328,0.0,0.0,10000,5655.96026981665,45.2476821585332
464,-1,Bolivia,1,1,465,188.939764,-7502.476093000001,-1186.36673,-67.39588943,-10.6661648,5,0,1,0.0,176,2.1267774,2,0,0,1844,1,2.1218152000000003,16,11.001236,2466900,484.779,411.227,141.52200000000002,51.93600000000001,411.555,0,7.350962599999999,0,0.6729999999999999,4,106.6368659,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,106.6368659,0,0,0.0,0.0,0,0,121.6175534,0.6729999999999999,0,1,1,4,2012,4,1,4,5,5,3.85,1.102740091,0.00037933199999999997,180.7095891,217.424764,206.55352580000002,180.7095891,51.93600000000001,0.0,217.424764,95.8072106,3.41909407774657,10216.58066900526,23185.49540200715,99.0,0.8506171536033402,99.0,0.8481564610491937,0.5325546474260223,0.6950600900876354,[0.35642208],35260.76266139225,[158746.7398435],SA_Diesel2025,0.5325546474260223,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.5325546474260223,2.0,5784.78143773212,1,0,1,2.0,4.665105328312904,11342.181896965933,20415.927414538677,0.0,0,3502.6533498876356,63.591337078182605
467,-1,Bolivia,1,1,468,90.836425,-7488.454333,-1311.614151,-67.26992982,-11.77690872,11,0,1,0.0,148,1.8427379000000002,2,0,0,1875,1,2.49039149,44,8.2360926,6555460,358.908,293.645,145.249,30.541,293.596,0,30.966621399999998,0,0.16,2,108.9886027,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,47.01333235,0,0,17.95629571,44.01897464,0,0,13.90073762,0.16,0,1,1,2,2012,2,1,4,5,5,3.55,1.077364157,0.0017964860000000001,86.87961013,104.5311366,99.30457972,86.87961013,30.541,0.0,104.5311366,90.63039898,3.41909407774657,9877.680546973705,11392.702516676829,99.0,1.027431987968738,99.0,1.032907262542447,0.6934468186492809,0.5157996768934965,[0.45620464],45778.389105312075,[131817.07585877],SA_PV2025,0.5157996768934965,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.5157996768934965,3.0,33832.88507348623,1,0,1,3.0,5.853440324132566,34956.79432672918,0.0,0.0,10000,3821.594778582898,30.572758228663183
534,-1,Bolivia,1,1,535,152.60519399999998,-7015.200451000001,-1832.702433,-63.01861786,-16.34508745,7,0,1,0.0,221,0.8637367,9,0,0,1878,1,4.04098701,175,33.625549299999996,4505560,116.887,91.789,9.95,0.003,92.165,0,10.0134993,0,0.429,2,74.87759676,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,74.87759676,0,0,0.0,0.0,0,0,62.61587261,0.429,0,1,1,2,2012,3,1,5,5,5,3.9,1.107634822,0.033678857,145.957745,175.61230940000002,166.8316939,145.957745,0.003,0.0,175.61230940000002,112.99643679000002,3.41909407774657,8460.90162927845,13149.427689345559,99.0,1.3616809331756439,99.0,1.356074363152553,0.5861853711671086,0.6824764675833864,[0.43333302],57615.571846523315,[166487.74690364],SA_Diesel2025,0.5861853711671086,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.5861853711671086,2.0,4790.6895934384,1,0,1,2.0,3.8634254014970093,44195.29262172127,0.0,0.0,10000,6420.279224802042,51.36223379841634
535,-1,Bolivia,1,1,536,218.00742000000002,-7000.174161,-1862.8339019999999,-62.883634400000005,-16.60625751,9,0,1,0.0,232,0.8980651,8,0,0,1879,1,4.85603189,544,16.3607903,341601,94.43799999999999,70.601,21.799,5.042,71.025,0,5.402487799999999,0,0.233,3,85.655159855,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,78.17336997,0,0,7.481789885,0.0,0,0,48.58307798,0.233,0,1,1,3,2012,4,1,2,5,5,3.45,1.070245051,0.069838863,208.51106430000002,250.87472769999997,238.33099130000002,208.51106430000002,5.042,0.0,250.87472769999997,202.29164971999995,3.41909407774657,17327.32359409826,21488.714904723092,99.0,0.9197973474132931,99.0,0.9260520895698863,0.6398160949081949,0.5147016467138406,[0.41867423],68260.99928284463,[205080.62768299],SA_PV2025,0.5147016467138406,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.5147016467138406,3.0,59222.94978054991,1,0,1,3.0,10.246185083140121,52089.171819364,0.0,0.0,10000,9171.827463480638,73.37461970784511
549,-1,Bolivia,1,1,550,178.039393,-7157.618194,-2580.7555469999998,-64.29797822,-22.71216424,4,0,1,0.0,411,1.5191979,4,0,0,1726,1,2.54140377,396,11.0462885,1409850,154.17,108.948,0.4,0.62,113.395,0,5.6290245,0,0.898,4,246.73032257,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,237.5689472,0,0,9.16137537,0.0,0,0,152.9150642,0.898,0,1,1,4,2012,4,1,4,5,5,3.85,1.102740091,0.002125525,170.28403590000002,204.88102759999998,194.63697630000001,170.28403590000002,0.62,0.0,204.88102759999998,51.96596339999999,3.41909407774657,12821.578912342811,50550.36202822107,99.0,0.5638388468983948,99.0,0.5450830327294965,0.5057392855554792,0.5603269954665735,[0.32233713],18540.409155784208,[140174.8718176],SA_Diesel2025,0.5057392855554792,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.5057392855554792,2.0,7259.770572707654,1,0,1,2.0,5.854602243078909,5943.058978363567,10697.50616105442,0.0,0,1899.8440163662194,59.922606088403214
571,-1,Bolivia,1,1,572,203.473592,-7110.973173,-1453.7325779999999,-63.87895886,-13.03176535,6,0,1,0.0,149,1.2255338,9,0,0,1872,1,2.77223611,433,29.4928532,301052,236.82299999999998,191.15900000000002,210.738,31.281999999999996,191.174,0,12.6494246,0,0.75,4,133.9018988,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,133.9018988,0,0,0.0,0.0,0,0,145.957745,0.75,0,1,1,4,2012,3,1,5,5,5,3.9,1.107634822,0.0041234999999999996,194.6103267,234.14974590000003,222.4422586,194.6103267,31.281999999999996,0.0,234.14974590000003,88.19200090000004,3.41909407774657,11809.076379481314,31353.095579547517,99.0,0.7152848969166723,99.0,0.7215066130852474,0.5593700092965656,0.5166262789398004,[0.34127495],30739.389235812887,[160011.49000701],SA_PV2025,0.5166262789398004,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.5166262789398004,3.0,40513.09441678656,1,0,1,3.0,7.009185885257191,9826.836900360831,17688.306420649496,0.0,0,3224.2459148025605,68.48297840763763
575,-1,Bolivia,1,1,576,130.804452,-7330.002606999999,-1365.702941,-65.84653374,-12.25521297,13,0,1,0.0,149,3.6157055000000002,9,0,0,1878,1,2.94152308,426,68.6509094,161207,294.499,175.386,137.05100000000002,122.551,175.56099999999998,0,32.4269638,0,0.389,3,76.26146397,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,63.79181416,0,0,12.46964981,0.0,0,0,48.66648241,0.389,0,1,1,3,2012,2,1,5,5,5,3.75,1.093553159,0.006177538000000001,125.1066386,150.5248366,142.9985948,125.1066386,122.551,0.0,150.5248366,101.85835418999999,3.41909407774657,7767.867208104182,11479.244402961036,99.0,1.3775850885498053,99.0,1.378208538062204,0.7470775423903673,0.5149757157482993,[0.44410685],53698.99687843643,[157214.72607194],SA_PV2025,0.5149757157482993,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.5149757157482993,3.0,26563.881471330118,1,0,1,3.0,4.595827244174761,41195.900401079234,0.0,0.0,10000,5503.096477357196,44.024771818857566
577,-1,Bolivia,1,1,578,174.405936,-7074.510754999999,-1544.921719,-63.55141139,-13.83359444,5,0,1,0.0,146,0.5407350000000001,2,0,0,1877,1,3.8483273999999996,438,37.4658585,968072,189.82,183.613,150.708,25.671,183.612,0,19.022077600000003,0,0.125,2,123.4153477,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,123.4153477,0,0,0.0,0.0,0,0,20.85110643,0.125,0,1,1,2,2012,3,1,4,5,5,3.7,1.08924436,0.027025287000000002,166.8088514,200.6997822,190.6647931,166.8088514,25.671,0.0,200.6997822,179.84867577,3.41909407774657,22196.086853539116,24769.43340352727,99.0,0.739043514554188,99.0,0.7444788941157423,0.5325546474260225,0.4519581123589326,[0.42606387],61324.52080275159,[177961.38625526],SA_PV2025,0.4519581123589326,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.4519581123589326,3.0,66615.85292573452,1,0,1,3.0,13.139221484365782,46987.058830504706,0.0,0.0,10000,7337.461972246887,58.699695777975094
581,-1,Bolivia,1,1,582,101.736796,-7398.476124,-1283.246288,-66.46164181,-11.52571352,6,0,1,0.0,155,1.0860237,2,0,0,1889,1,2.36504507,32,32.4285126,4881550,376.7,276.422,59.425,33.251999999999995,276.683,0,1.6613651999999999,0,0.7140000000000001,3,157.7243151,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,141.6919082,0,0,16.0324069,0.0,0,0,69.47588663,0.7140000000000001,0,1,1,3,2012,5,1,4,5,5,4.0,1.118071038,0.0011399589999999999,97.30516335,117.0748729,111.2211293,97.30516335,33.251999999999995,0.0,117.0748729,47.59898627,3.41909407774657,7507.517508890054,18465.55414357205,99.0,1.2969678533887254,99.0,1.2934454897001713,0.5593700092965656,0.5119769159212844,[0.44829012],48055.69624659179,[135201.49317043],SA_PV2025,0.5119769159212844,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.5119769159212844,3.0,25524.058115042946,1,0,1,3.0,4.415927009523001,36775.51009794241,0.0,0.0,10000,4280.186148649382,34.24148918919505
582,-1,Bolivia,1,1,583,134.43790900000002,-7349.355070999999,-1230.091149,-66.02037989,-11.05441966,2,0,1,0.0,142,0.6107772,9,0,0,1863,1,2.11250091,28,22.681842800000002,6431650,428.444,311.814,6.732,2.9410000000000003,311.959,0,3.2148411,0,0.054000000000000006,2,162.81301283999997,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,150.68038059999998,0,0,12.13263224,0.0,0,0,6.9434184420000005,0.054000000000000006,0,1,1,2,2012,5,1,5,5,5,4.2,1.141803222,0.00036106800000000003,128.58182299999999,154.7060821,146.970778,128.58182299999999,2.9410000000000003,0.0,154.7060821,147.762663658,3.41909407774657,24057.684455422554,25188.16333137339,99.0,0.6639983984481936,99.0,0.6654546291013018,0.45210856181439313,0.4553544696176686,[0.43556306],54368.22488206993,[153231.8121093],SA_Diesel2025,0.45210856181439313,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.45210856181439313,2.0,13621.822308392257,1,0,1,2.0,10.985244043571942,41712.26461225328,0.0,0.0,10000,5655.96026981665,45.2476821585332
691,-1,Bolivia,1,1,692,199.840135,-7029.0475799999995,-1845.973944,-63.14300874,-16.46016463,21,0,1,0.0,219,0.2245335,9,0,0,1869,1,4.37369251,175,14.4655657,4505560,100.93700000000001,75.882,25.717,4.993,76.227,0,4.830371400000001,0,0.29100000000000004,3,86.335322581,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,78.17336998,0,0,8.161952601,0.0,0,0,55.620326399999996,0.29100000000000004,0,1,1,3,2012,5,1,5,5,5,4.2,1.141803222,0.046939165,191.1351423,229.9685004,218.4700754,191.1351423,4.993,0.0,229.9685004,174.34817400000003,3.41909407774657,15052.40584369832,19854.40466550283,99.0,0.9842551028296108,99.0,1.0006261330528294,0.9616004373547123,0.5174555346042302,[0.43166836],65439.22151207272,[202233.84491606],SA_PV2025,0.5174555346042302,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.5174555346042302,3.0,51722.7904265955,1,0,1,3.0,8.948579658580535,50031.71300357747,0.0,0.0,10000,8407.508508495248,67.26006806796198
695,-1,Bolivia,1,1,696,112.63716699999999,-7015.186817,-1891.5145109999999,-63.01849539,-16.85451864,10,0,1,0.0,243,0.4260167,2,0,0,1903,1,4.96439981,544,19.3738766,341601,62.07899999999999,38.652,12.293,11.761,39.082,0,24.4495049,0,0.129,3,78.17337001,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,78.17337001,0,0,0.0,0.0,0,0,13.89726244,0.129,0,1,1,3,2012,3,1,4,5,5,3.7,1.08924436,0.075523673,107.7307166,129.61860929999997,123.13767890000001,107.7307166,11.761,0.0,129.61860929999997,115.72134685999997,3.41909407774657,9046.32766614233,10132.723504990525,99.0,1.1642258210484702,99.0,1.1701857084399023,0.666631456778738,0.5082104015634819,[0.44698666],50237.91393011963,[143848.20617975],SA_PV2025,0.5082104015634819,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.5082104015634819,3.0,30529.441180768765,1,0,1,3.0,5.281910238887329,38499.13640774782,0.0,0.0,10000,4738.777522371804,37.91022017897443
705,-1,Bolivia,1,1,706,396.046813,-6958.257489,-1863.72744,-62.50709053,-16.61399696,3,1,1,0.27665359999999994,246,2.0957906000000004,9,0,0,1868,1,3.98004198,528,12.5287724,102342,119.40299999999999,99.939,0.038,0.038,100.365,0,0.6479661,0,0.514,3,112.0299493,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,112.0299493,0,0,0.0,0.0,0,0,194.7006815,0.514,0,1,1,3,2012,5,1,5,5,5,4.2,1.141803222,0.031490994,378.7951002,455.75575539999994,432.9679676,378.7951002,0.038,0.0,455.75575539999994,261.0550738999999,3.41909407774657,29245.986693524745,51058.2941706452,99.0,0.8024363774952066,99.0,0.8028375833380346,0.47892392368493625,0.5177325450617272,[0.38630926],92561.59699876347,[299020.95806196],SA_Diesel2025,0.47892392368493625,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.47892392368493625,2.0,16559.51696893271,1,0,1,2.0,13.35433182352728,68899.44377057649,0.0,0.0,10000,16662.15322818698,133.29722582549584
721,-1,Bolivia,1,1,722,156.238651,-7015.804618000001,-1901.66885,-63.02404519,-16.94233648,3,0,1,0.0,248,0.6429424,2,0,0,1883,1,4.85593653,198,24.5966396,2159140,53.131,31.096,10.048,9.396,31.526,0,22.4661198,0,0.233,3,78.17336997,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,78.17336997,0,0,0.0,0.0,0,0,34.81787256,0.233,0,1,1,3,2012,3,1,4,5,5,3.7,1.08924436,0.069833942,149.4329294,179.7935549,170.8038771,149.4329294,9.396,0.0,179.7935549,144.97568234,3.41909407774657,11333.237652218015,14055.068085419205,99.0,1.103810255731687,99.0,1.1001853475499892,0.47892392368493614,0.5136082815588455,[0.42927274],58246.96151561465,[166090.16012936],SA_Diesel2025,0.47892392368493614,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.47892392368493614,2.0,6417.049394897091,1,0,1,2.0,5.174994361743385,44673.818498353154,0.0,0.0,10000,6573.143017261496,52.58514413809197
732,-1,Bolivia,1,1,733,90.836425,-7446.802068999999,-1704.5945649999999,-66.89576116,-15.23079877,20,0,1,0.0,245,0.5020619000000001,2,0,0,1797,1,1.86608338,483,2.440697,719477,14.909,14.909,17.23,11.245,17.296,0,16.5903912,0,0.0,0,122.51650049999999,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,122.51650049999999,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,99,2012,3,1,4,5,5,3.7,1.08924436,7.46e-05,86.87961013,104.5311366,99.30457972,86.87961013,11.245,0.0,104.5311366,104.5311366,3.41909407774657,12806.789049519468,12806.789049519468,0.6553521650218725,0.877935094354583,99.0,0.8831417291694563,0.934785075484169,0.472078673844027,[0.46524789],45778.389105312075,[139294.85030275],SA_PV2025,0.472078673844027,3.0,0,0,0,99.0,0.0,0,SA_PV2025,0.472078673844027,3.0,40147.418834516604,1,0,1,3.0,7.918623044283354,34956.79432672918,0.0,0.0,10000,3821.594778582898,30.572758228663183
